id,tweet,label1,label2,label3
1352254764961116161,@user It's time to ATTACK this Virus and wipe it out. 300 million doses distributed in daily increments in 2 months. Have Pfizer and Modern coordinate with all the manufactures and quality check that are out there in the US to work on doing the vaccine. Federal wartime powers! https://t.co/SuXzLq2lAI,ProVax,AntiVax,AntiVax
1351022872794423296,"@user Of course, Congress opposes. If our vaccine becomes popular in the global market, then no one takes Chinese Vaccine which was released without trials. How can Congress afford that when their main RGF donations are from Beijing . @user",Neutral,AntiVax,AntiVax
1349739165039153157,Taking a webinar training on offering the Moderna vaccine in order to prepare to safely vaccinate first responders on Saturday!,ProVax,ProVax,ProVax
1354179159497572352,@user The reason we are in lockdown is the danger from spreading the disease to the vulnerable. If you make the disease less dangerous by vaccination then spread is not dangerous... Out of lockdown.,ProVax,ProVax,ProVax
1376234161938259968,"feeling so grateful to have had my two doses of the vaccine.After working in, what feels like the pit of hell, I can see brighter days ahead. Definitely feeling my second dose more, but nothing that a few paracetamol and a lazy day in bed watching Grey's Anatomy can't fix",ProVax,ProVax,ProVax
1354545813842661381,"Doctors Explain The Risks If You Miss Your Second Vaccine Appointment. ""There are a number of potential risks to delaying or missing the second dose of any vaccine, including the Pfizer and Moderna vaccines."" @user #coronavirus https://t.co/8EUn5TF7XL via @user",ProVax,ProVax,ProVax
1348370306092687362,Here is exactly where Texas' next large vaccine shipment is going. https://t.co/gaaZJWCdJB,Neutral,Neutral,Neutral
1407175276077924356,"Last month, @user convinced Matthew Mallory to get the Covid-19 vaccine after MSNBC’s town hall, “Vaccinating America.” A month later, Matthew and his mother got their second dose of the Moderna vaccine, which Dr. Corbett helped develop. https://t.co/sXFutKWa4Q https://t.co/rKDR8uEQEo",ProVax,ProVax,AntiVax
1397220728127242248,"BY THEIR OWN STANDARDS, the FDA should never have allowed the Pfizer COVID vaccine to be shot into a single arm. The Agency’s Emergency Use Authorization was a crime—according to their own data. https://t.co/8cvQJujfbc",AntiVax,Neutral,AntiVax
1395729702715854849,"@user I've had both of my vaccines (AZ/Oxford). The day after my first vaccine, I felt tired, and my body was sore and stiff for about 36 hours. My arm also hurt to touch for a few days as well, my second dose went without any side effects whatsoever. Hope all goes well for you 🙂",ProVax,ProVax,Neutral
1352625820955770882,WHO Says Pfizer-BioNTech Covid-19 Vaccine Is Safe For The Elderly After Norway Questioned Its Role In Numerous Deaths https://t.co/RVes9lPmco,AntiVax,AntiVax,ProVax
1360946707559813121,@user My bro in law just tested positive for corona after been given the vaccine. He didnt know you could get it after the jab. S.m.h,Neutral,AntiVax,Neutral
1404473995647455251,OPHS to host a COVID-19 Vaccine Clinic on 6-15 from 3-7 @ OPHS. Interested Ss 12-17 w/ parental consent will receive a first dose Pfizer. Interested adults ages 18+ will receive the one-dose J&J. Reg @ https://t.co/5IvZM2PqaM is suggested but walk-ins are welcome.,ProVax,ProVax,Neutral
1350513722696073216,@user They can't have got two. Vaccination centre can move to CityWest which still being paid for. Same outcome minus O’Brien factor.,Neutral,Neutral,Neutral
1349628606943780865,to pregnant women are insufficient to inform vaccine-associated risks in Data are not available to assess the effects of Pfizer-BioNTech COVID-19 Vaccine on the breastfed infant or on milk production/excretion. There are no data available on the interchangeability of the Pfizer-,Neutral,Neutral,Neutral
1377454004427427842,"Yesterday, I had my 2nd COVID=!9 Pfizer vaccination at York College in Queens, NYC. Originally I was told the reaction to the 2nd shot would be a lot worse than the first. Those pundits were wrong. I woke this morning only with a sore arm and a little bit of the runs!",ProVax,ProVax,Neutral
1376109304374304768,@user You’d think. Strange they didn’t have him vaccinated already.,Neutral,Neutral,Neutral
1346818158309613569,@user There is a good argument for those key workers - check out Indonesia’s vaccine programme,Neutral,ProVax,Neutral
1350617013069119488,"@user The country will rely on two vaccines which have received emergency use approval from the drugs regulator — Covishield, a version of the Oxford/AstraZeneca vaccine, produced by the Serum Institute of India, and Bharat Biotech’s Covaxin.",ProVax,ProVax,Neutral
1350692351044329472,"@user Using this logic ~ if the Pfizer vaccine that has a higher efficacy %, undergone stringent processes, passed ALL required certification can do that - adverse side-effects attributed to the vaccine ~ ...what more etong SINOVAC na kulang kulang ang certifications & low efficacy %?",Neutral,Neutral,Neutral
1382327549875744780,Approx 30 Lakh People take Covid Vaccine in one Day in INDIA & More than 35 Lakh people took a dip at the Maha Kumbh in one day in Haridwar. I think we are more concerned about our next life than our current one!!!!,Neutral,Neutral,ProVax
1399303036372238339,"@user Scotlands hands were tied by the 9billion extra cash it got from Westminster in covid funding, indy scotland probably couldn't afford the vaccine",Neutral,Neutral,Neutral
1374724690871132163,😂😂😂 Marlboro To Offer Free Carton Of Cigarettes With Proof Of Vaccination https://t.co/rX74fYl2Qo via @user,Neutral,ProVax,ProVax
1377227732954845187,@user It was reported on CNN this afternoon. I’ll see if there’s a print copy anywhere. I found it a bit shocking. I would take Novavax in a heartbeat. Have you heard anything about whether it may also help those of us with Long Covid?,Neutral,Neutral,ProVax
1347562290116222976,"National News | AfriForum, Solidarity to challenge state’s ‘monopoly’ on Covid-19 vaccine distribution: https://t.co/yOWYFURQ4g https://t.co/lwo5IcK8y6",Neutral,Neutral,Neutral
1392232550777696259,@user 1) Nope. Pfizer was self-funded and not part of Warp Speed. Sniffy tried to take credit for it and you bought it. 2) Developing a vaccine is not the same as shots in arms. Trump had no plan for the rollout. It was Biden and Harris who EXCEEDED their goal. Turn off Fox News.,Neutral,AntiVax,ProVax
1364473875417899009,"@user Alright, question. Will you need another shot 12 months from now from the Pfizer vaccine?",Neutral,Neutral,Neutral
1350390451258470403,What do people think should be done with Covid vaccinations for cancer patients awaiting surgery? Should they be given the Pfizer vaccine full 2 dose schedule on time with the wait until 10 days or so after second dose before surgery? Seems sensible to me given the v high,ProVax,Neutral,ProVax
1346115593678807040,@user That’s not really how it’s going to work. You want to equip every GP surgery with the equipment required to keep the Pfizer vaccine and the staff to administer it?,Neutral,ProVax,AntiVax
1346771517988888576,"Covid-19: 'Very little' virus risk at nurseries, says vaccine minister https://t.co/h4vOfX70W7. Getting very fed up with the tone of @user reporting. Everything seems increasingly to be negative and assumption and innuendo.",Neutral,Neutral,Neutral
1354442200915042319,"""...even if millions of people are vaccinated, millions more will still be infected and become ill unless people continue to wear masks and maintain social distancing measures until midsummer..."" https://t.co/GSwtFlsrnE",Neutral,Neutral,Neutral
1352783764754214912,You Can Now Get Your COVID Vaccine at Walmart in These 10 States https://t.co/ORSfUSHTlt,ProVax,ProVax,Neutral
1349536948155609094,"Some 879 hospitals in #Mexico on Wednesday simultaneously began vaccination against #COVID19, giving priority to healthcare workers. https://t.co/ysFaekqeWT",ProVax,ProVax,Neutral
1396315746670682113,"@user @user @user Austrália, A PARTIR D OUTUBRO.”Australia expects 2 million doses a week of Pfizer's COVID-19 vaccine from October” @user",Neutral,Neutral,Neutral
1376835524787236867,"@user A requirement for proof of vaccination is nothing new. You need a yellow fever vaccination certificate to get back into Aus from South America - that’s been in place for years. Doesn’t prevent you from entering, but applies controls if you don’t have one.",ProVax,ProVax,ProVax
1375655728761962498,The soreness of the arm after the vaccine is noooo joke 🙄,Neutral,ProVax,ProVax
1392544249854545922,@user If we don't want vaccines it shouldn't matter. Just get your vaccine and shut up. If we want to risk being sick it's on us. If you want to risk being a guinea pig it's on you. Just shut the hell up about what everyone should do and go back to your simulation theory.,Neutral,ProVax,AntiVax
1347872914171777026,@user Ohh this also is a way to spread fake things about the Vaccine of the country The cartel can do anything to prove that Indian Vaccine is not good. And then they will suggest their own favourite Pfizer to be used,Neutral,AntiVax,Neutral
1381998752114872321,"Health Minister, Zweli Mkhize is expected to make an announcement in an hour's time on South Africa's response to an advisory of the US Food and Drug Administration to temporary halt the use of the Johnson & Johnson Covid 19 vaccine. #sabcnews",Neutral,AntiVax,Neutral
1392980792364740609,"@user True, effective against hospitalization. Does not mean the vaccine prevents one from getting it or spreading it. Let’s not give people false hope by omitting all the facts.",Neutral,AntiVax,AntiVax
1364926671871115268,"Having Sinovac (China) as 1st vaccine coming for Filipinos shows the lack of communication strategy in Philippines’ anti-COVID efforts. Health frontliners won’t get Sinovac bec of low efficacy rate (50%). If the grp that requires highest standards won’t go first, who shld?",Neutral,AntiVax,Neutral
1346719498653618176,"@user I don’t think we can stop it now, tbh, without an effective & speedy vaccination programme.",ProVax,ProVax,ProVax
1365015781596147717,@user Encouraging folk to have the vaccine. Thanks for your kind words,ProVax,ProVax,ProVax
1345046476687253509,571 crores from spent on Universal Vaccine 🍻 🍻 over 4 days from one state!!!😎,Neutral,Neutral,Neutral
1371762693716148226,The EU is living rent free in the UK’s head. It is possible the integration review launch will get derailed by the UK being upset with regulators around the world using the precautionary principal in relation to the Oxford/AstraZeneca vaccine.,Neutral,Neutral,Neutral
1349147722469801985,"@user So wear your mask, accept the vaccine and let’s get this over as quickly as we can.",ProVax,ProVax,ProVax
1376553167261958144,"Should I take Tylenol? How long will the side effects last? What if I’m pregnant or breastfeeding? Your COVID-19 vaccine questions, answered by doctors. https://t.co/KXRU02UIvB",ProVax,Neutral,Neutral
1359563998883119105,@user We've been taking the flu vaccine for over 80 years so why not for covid?,ProVax,ProVax,ProVax
1375895967652835331,"@user They had a massive surge in with covid deaths immediately after the vaccine rollout, way more than they had during the entirety of the ""pandemic"" up to that point. Fuck those jabs, Dr.Death.",AntiVax,AntiVax,AntiVax
1378237308739022849,2018 MR Vaccination baby died still don't get any compensation #vaccinecourt should establish and religious exemption give @user https://t.co/nM15172RzB,AntiVax,AntiVax,AntiVax
1349950413001248774,this uncle today was tryna fight with me about the vaccine...all i said was u don’t have to worry about it and he started pulling out all the whatsapp receipts on y the vaccine is dangerous....as if i’m bill gates,ProVax,ProVax,AntiVax
1348570343762522112,Could drive-through clinics could be used for accelerated vaccine roll-out? https://t.co/dp25x7ZWOM #covidvaccine #covid19,ProVax,ProVax,Neutral
1375054412469657601,"@user ...und war der EU immer voraus: „The UK was the first country in the world to buy the Pfizer/BioNTech vaccine, ordering 40 million doses.....the first to authorise it and the first to begin vaccinating people with it.“",ProVax,ProVax,ProVax
1374748732927967235,"@user Data shows Pfizer helps prevents transmission. It’s also assumed others prevent transmission as well, they just can’t claim it, as the data is still being collected. The vaccines do show they prevent getting COVID completely or significantly reducing symptoms/hospitalization.",ProVax,ProVax,ProVax
1388532973339828225,Start off a brand new month by getting vaccinated! ▶️ https://t.co/D5xUP0jDx5 #OurBestShot https://t.co/pM9ro77iYc,ProVax,ProVax,ProVax
1407936834546638850,"@user I'd like to clarify what I said about the ""good brand."" If you have no pre-existing conditions and no autoimmune disorders, any of the covid-19 vaccines are just fine. However, for those of us with special conditions, Pfizer is the best vaccine.",ProVax,ProVax,ProVax
1354836878701297668,"@user So the #EU haven't approved the #AstraZeneca vaccine yet, the Germans have cast doubt on its effectiveness. They ordered late and for less money , but now demand AZ divert supplies from the #UK. When the entire population of #UK has had 2 doses we'll be happy to help.",AntiVax,ProVax,Neutral
1365343694606520324,Just had my Pfizer vaccine so I will let y’all know if I have any side effects ✌🏻 Also thank god 😃,ProVax,ProVax,ProVax
1368590632277717000,Austria halts injections of AstraZeneca Covid vaccine batch as authorities probe death — RT World News https://t.co/OoJEmhTmFD,AntiVax,AntiVax,AntiVax
1346246926954622977,"@user I think vaccine should b tested on, dogs and Nani, if any thing happed to captain Sufder and Mariym Nawaz case will b submitted to S.C",AntiVax,AntiVax,AntiVax
1355424161536106496,#Algeria #الجزائر #الجزاير #Algerie #Coronavirus #COVID19 #SputnikV #vaccine ☔️ Special #Weather Forecast Bulletin: Torrential #rains to batter different provinces https://t.co/hgKjy6SMN1 https://t.co/bkNJzJiPut,Neutral,Neutral,Neutral
1392899993208426496,"Adolescents Can Get Routine Immunizations With Their COVID Shots, C... ( https://t.co/Djypa7bBK2) A 16-year-old gets a Pfizer-BioNTech COVID-19 vaccine in Anaheim, Calif., on April 28. Add your highlights: https://t.co/cePWTULm3u #Health",ProVax,ProVax,ProVax
1375117474832678914,"@user Being vaccinated has changed my outlook. I feel safer, but still wear my mask when I go out.",ProVax,ProVax,ProVax
1377213007189704709,"„The Pfizer-BioNTech coronavirus vaccine is extremely effective in adolescents 12 to 15 years old, perhaps even more so than in adults, the companies reported on Wednesday. No infections were found among children who received the vaccine in a recent clinical trial...",ProVax,ProVax,ProVax
1392527845734244352,@user U need vaccine to save your citizens. they don't need to prove it to you. Ur young and healthy citizens are already dying. Ur companies are slow in manufacturing vaccine. Ur government is not allowing other pharma companies based in India to manufacture covaxin by sharing formula,ProVax,ProVax,ProVax
1360590926456979459,EU has made a monumental mess of vaccine acquisition and distribution....far behind third world countries like England and Israel. Time to get a Hecules plane-load of the Russian vaccine Sputnik,Neutral,ProVax,Neutral
1352737637942120457,Our report: COVID-19: Concerns grow over number of carers turning down vaccine https://t.co/gB06AVJIoO,ProVax,Neutral,AntiVax
1381076149430841347,"I had Covid in June of last year. I got my first #Pfizer vaccine in December and my second in January and, guess what? I still wear a mask because I’m not an arrogant, self-entitled piece of shit. #WearAMask https://t.co/Ircob6orOG",ProVax,ProVax,ProVax
1366144700558770177,"@user her husband was vaccinated though, fortunately, and I will be vaccinated soon so at least we will be able to hang out properly soon enough!!! 😽",ProVax,ProVax,ProVax
1355694540913569793,"Siri, why are people dumb? Dodger Stadium vaccination site shut down amid protest - Los Angeles Times https://t.co/vFgiVKGOQU",ProVax,ProVax,ProVax
1347250943822327809,"Eyy can this new vaccine start with the president and his cabinet.If all else fails we survive.Imagine if we are vaccinated first and the vaccine is not legit,no just imagine!",AntiVax,AntiVax,AntiVax
1374553682872836100,"@user Yes! Keep us up! My son was a covid nurse, in negative pressure unit. He’s shared a lot of what he saw. I’m glad you got your vaccine. Prayers for answers.",ProVax,ProVax,ProVax
1349865146689138691,@user The efficacy of the Vaccine is contingent upon individuals being highly trained in storage preparation & injection - watching a video in the lunch room of a CVS is not adequate - U should look into that side of this issue,ProVax,ProVax,Neutral
1364937710851473408,@user This entire vaccine rollout has been a massive failure on the part of @user He should be embarrassed,Neutral,AntiVax,Neutral
1367544422246793221,Being pit-roasted by the Pfizer and Moderna Vaccine because PrEP doesn’t stop COVID.,Neutral,ProVax,AntiVax
1352600968941207552,"Joshua Swift, Forsyth County Health Director, discusses the opening of the county's mass vaccination site at the Winston-Salem Fairgrounds.​ https://t.co/9Bu1dLGTwv",ProVax,ProVax,Neutral
1354906050789601280,"@user Infact I’m curious, why would mentioning that 103,000 died from Covid make me a “lefty”? Should we just ignore the deaths?",Neutral,Neutral,Neutral
1353815250068525057,Commission getting regular update at top of meeting from health department and today it's all about vaccine distribution. Also a briefing by health department for media before this that Jane Roberts should have more details on.,ProVax,ProVax,Neutral
1355706390506053633,My dad texted me about a female snowboarder and the tv show “Charmed.” I have no explanation other than I think the Covid vaccine made his brain younger?,ProVax,ProVax,AntiVax
1375060246348054530,"PLEASE SPREAD THE WORD - If you need a Covid Vaccine, walk-ins (no appointment needed) for the Moderna Vaccine will be available Thursday, March 25th & Friday, March 26th from 9am - 12pm at Sunflower Rural Health Clinic. For more information, call (662) 756-1631. https://t.co/2nYd47oDKD",ProVax,ProVax,Neutral
1392475019482214402,"Thanks Stephanie, Dr. Slavitt. I didn’t have the text # for #COVIDVaccine sites when it came up yesterday ->a disabled gentleman was seeking nearby location. For VACCINE sites text your ZIP Code to GETVAX • Uber and Lyft offering FREE rides to get #COVID19Vaccination 👏 #COVID19",ProVax,ProVax,Neutral
1352330215515684867,"To Fight Nursing Home Vaccine Hesitancy, Operators Must Tackle Individual Concerns Head-On https://t.co/mnLNLrwfvy #assistedliving #LTC #healthcare #seniorliving",ProVax,ProVax,Neutral
1363980231187521545,"$JNJ's vaccine manufacturing network, per fact sheet attached to Nettles' testimony: https://t.co/GUy2ASssgz",Neutral,Neutral,Neutral
1384151214087053315,"NEW: Adults 40+ can now book a COVID-19 vaccine appointment at 17 pharmacies in Waterloo. Bookings are made directly with the pharmacy, either by phone or online. To find the pharmacy closest to you, go to this page and click on the name of your city: https://t.co/SLp3J8D880",ProVax,ProVax,Neutral
1375506570604290053,"Hello Everyone, EU stops short of coronavirus vaccine export ban https://t.co/0diYS9Qbsv #EuropeanUnion #AstraZeneca #vaccinations",Neutral,Neutral,Neutral
1409121433972883458,"@user I don't get sick very often (no work sick days in over 20ys). I believe I had Covid back in Dec 2019. I got AZ for the my dose. Had a fever and chills within 12 hours. Got Moderna yesterday got my second dose. Very sore arm, a few muscle aches. That's it. Small price to pay.",ProVax,ProVax,ProVax
1349870908823924737,"@user Last I heard the feds were planning on delivering enough for all of us (Canada) to be vaccinated before Sept, but JK is still saying that they’ll *start* vaccinating phase 3 (general public) in Sept He can’t keep up with what they are getting, how will he keep up with more??",ProVax,AntiVax,Neutral
1377049123321344003,@user What to do when you meet Covid and the “Vaccine” https://t.co/9E9XKlvUB7,Neutral,Neutral,Neutral
1376303091448913921,"With #Georgia expanding eligibility, there are sure to be lots of questions about the vaccine. Here are some answers from our health data reporter. https://t.co/Zlda3TX6Pv",ProVax,Neutral,Neutral
1383473309111619587,@user Why don't we allow general public to give undertaking and take Pfizer and Moderna COVID vaccine by paying and keep COVISHIELD and COVAXIN for those who cannot pay for vaccine,ProVax,AntiVax,Neutral
1350639441518469120,13 Israelis Suffer Facial Paralysis After Pfizer Covid Jab - 29 Dead in Norway Following Pfizer Covid Vaccination via @user https://t.co/JUcUrcQD6f,AntiVax,AntiVax,AntiVax
1376761395585355776,"@user No, that's not how JNJ works. Its not an attenuated virus vaccine. Its adenovirus vector which produces spike proteins - just like the mRNA vaccines do.",Neutral,ProVax,Neutral
1376801039303725056,Can You Still Get COVID After You've Had the Vaccine? https://t.co/uIxeTJAO3y https://t.co/j9sGStkReH,Neutral,Neutral,Neutral
1387370725728612354,@user Yesterday even US also confirmed that covaxin can cure max 617 types of corona strains which is highest among all the present vaccines. So a big 👏 nd Hats off ... nd many many congrats @user .. @user,ProVax,Neutral,ProVax
1375095767845597187,Top Executive Resigns From Chicago Hospital That Improperly Vaccinated Trump Tower Employees https://t.co/JKKVEgdOOw #Business #business #Business #business #Breaking https://t.co/JPK2SFnCdd,AntiVax,AntiVax,Neutral
1384971455901863938,Families of Pfizer staff to be offered Covid-19 jab – but vaccines will be separate to supplies provided to HSE https://t.co/ihgGZYcfCV,Neutral,Neutral,Neutral
1351820748432809986,"To reduce wait times and provide for an efficient operation, eligible residents will be required to pre-register for the vaccine beginning at 8 a.m. on Wednesday, January 20, at Bobby Lackey Stadium, 784 N. Westgate Drive in Weslaco. https://t.co/NDjtZwr8g3",ProVax,ProVax,Neutral
1388226994257620993,"@user Contrary to ICMR claims, Dr Krishna Ella of Bharat Biotech says there's no data yet on whether Covaxin is effective against the Covid variants. There're reports which say, injecting a dead virus is an old school method as opposed to the newer mRNA ones ?! https://t.co/tf8pXhJLYp",Neutral,Neutral,Neutral
1384227716350681092,"RichardsonISD: COVID-19 Vaccine Opportunity: Sanitas Medical Center -Richardson will have 500 doses of the Moderna vaccine on Tuesday, 4/20 between 8 a.m. and 1 p.m. For more information, contact Sanitas - Richardson or visit: … https://t.co/M0Odf4tfhX",ProVax,ProVax,Neutral
1352417262645485569,"@user And it's so simple children can understand it, but until Biden makes a plan, because clearly trump didn't have any covid plans, over half of my country has been vaccinated and we will have vaccinated everyone by the summer",ProVax,ProVax,Neutral
1398163369308401664, https://t.co/mdUNRDfPim Hong Kong could soon throw away millions of unused COVID-19 vaccine doses.,AntiVax,Neutral,Neutral
1379067081207996422,"since my mom is a teacher, she got the covid vaccine a few weeks ago and now shes laying in bed sick. 🤡",AntiVax,AntiVax,AntiVax
1370078636183801861,"I just want to get the covid vaccine. Everyone and there mom is getting it, but idk how to. 😭 I looked at so many places.",ProVax,ProVax,ProVax
1392232701554352128,"@user It is however a means to achieve ""herd immunity"" to protect those who are unable to be vaccinated (children, immune comprised people, etc)",ProVax,ProVax,Neutral
1370062859510616066,Just got my first dose of Moderna Covid-19 vaccine 💉. Peace of mind.,ProVax,ProVax,ProVax
1362427321874067456,Governor DeSantis tells Floridians to ‘hang in there’ as shipment of Moderna COVID-19 vaccines still hasn’t arrived https://t.co/bLYVLiGagm,AntiVax,Neutral,Neutral
1372269390666809347,@user Literally all the covid data from around the world. Over 500k deaths in the US alone. You think the vaccine will kill more than 500k ppl? 😂😂😂 10% of ppl who get covid are long haulers that have persistent issues. https://t.co/J0igIcMRrX,ProVax,ProVax,ProVax
1387668688652967938,Why the World Should Worry About India The world’s largest vaccine producer is struggling to overcome its latest COVID-19 surge - and that’s everyone’s problem. 1/4 https://t.co/9JNecBjuTj,ProVax,Neutral,AntiVax
1375680243537743875,Paresh Rawal tests COVID positive days immediately after taking the initial jab of vaccination | TheSpuzz https://t.co/RsNnIfUeEN,AntiVax,AntiVax,AntiVax
1350305723037732865,Doubts over AstraZeneca grow as Europe regrets bet on British vaccine https://t.co/KnGd2npLrB https://t.co/9RzT2gWbWa,AntiVax,ProVax,AntiVax
1349670853089382400,"Send more vaccine doses to New York, officials urge https://t.co/NIRNcCY8T4",ProVax,ProVax,Neutral
1350514429885112322,"@user NHS guidance is to have backup list of people who can attend for vaccination at short notice. Shame if this isn’t happening; imagine it’s shelf life of vaccine that needs to be frozen. Like all NHS services, sadly/predictably there are going to be no shows without a good reason!",ProVax,ProVax,Neutral
1355833402327523329,Strong support from GPs will double the locations for vaccine https://t.co/BMfZfccq9v,ProVax,ProVax,Neutral
1346797754111156230,"@user You have done extremely bad job with the previous vaccine. Why do you only send your ""good"" jobs? Are you so childish that you cannot admit your mistakes?",Neutral,AntiVax,AntiVax
1356272826513293313,"That's why I was pleased the learn that FEMA was providing Mississippi, specifically @user , with a $32 million grant to support our vaccine distribution efforts. Learn how this grant will support Mississippi's COVID-19 response: https://t.co/sGw7CU8pbd",ProVax,ProVax,ProVax
1392497702261477381,I’m honestly not sure tweets like this are helpful. Not everyone has a negative reaction to the second dose. I had a slight fever the morning after but felt fine (other than a sore arm). This just is going to scare people who may already be skittish about getting the vaccine.,ProVax,ProVax,ProVax
