id,tweet,majority_label,label1,label2,label3
1270869527404834816,Excerpts: We Don’t Need No Stinking Vaccine for COVID-19 https://t.co/1QZTtCeDCi,AntiVax,AntiVax,AntiVax,AntiVax
1298395731581997056,Right. This ain’t Russia where killing off people is okay in a search for a vaccine. Russian purges kill at least 20 million.,AntiVax,AntiVax,AntiVax,Neutral
1239341232821854210,"Every vaccine from flu to tetanus should be provided in prisons and, during this time of crisis, in jails. There is no reason to assume that COVID-19 will behave any differently from any other infectious agent. People w/COVID-19 will suffer from more opportunistic infections.",ProVax,ProVax,ProVax,ProVax
1329117716117012480,@user Yep. Understandable. The COVID vaccine is an RNA vaccine. The big deal about 5% error is that an RNA vaccine can change your DNA. An RNA vaccine has never been tested on humans before. That’s why adverse reactions are so nerve wracking. Hopefully that helps (from my POV).,AntiVax,AntiVax,AntiVax,AntiVax
1336604201481347074,"""Rich countries have bought enough doses to vaccinate their entire populations 3 times over (...) #Canada, for example, has ordered enough vaccines to protect each Canadian 5 times"". #COVID19 #COVID19Vaccine #CovidVaccine #globalhealth https://t.co/BHP4aDuTKU",ProVax,ProVax,ProVax,ProVax
1339987079522992128,"My dad works for a small company that manufactures safety goggles and gloves. I walked in today to start administering COVID-19 vaccines, and look whose glasses were provided to me by my institution?! 1/5 https://t.co/lS9e6wcgDe",Neutral,Neutral,ProVax,Neutral
1338499773150728212,@user And everyone there will need one... Look at the chin guards and shoulder to shoulder crowd!! #MaskOverNose #SixFeetApart !!!,Neutral,ProVax,Neutral,Neutral
1293601836801417217,"@user I can't understand how someone who thinks he's done poorly with Covid hears there's a vaccine, and is like, we'll, 200k people have died but fuck it, he got us a vaccine",Neutral,Neutral,Neutral,Neutral
1330812464762646529,"Sooooo, now it's ""can be"" and ""up to""... 🤔 Science my arse🤬 🧐 ""University of Oxford’s COVID-19 vaccine can be up to 90% effective, trial shows"" https://t.co/m3enXhQZSt",AntiVax,AntiVax,ProVax,AntiVax
1344729018520760321,@user Typical Biden Communistic Media Network story. Gotta push a narrative. Though nice videos out and about from a former Pfizer epidemiologist states mass testing should not be done. Asymptomatic cases do not spread virus. Y'all just pushing a Fauci narrative. Caucus been wrong.,AntiVax,AntiVax,AntiVax,Neutral
1290661661595045890,"Right before $AAL goes bankrupt, they are going to tweet that they’re working on a Covid vaccine and their stock will shoot 50%",Neutral,Neutral,Neutral,Neutral
1326527065986899970,"I love this story. ""Since then, Dr. Sahin, who is Turkish, has developed a friendship with Albert Bourla, the Greek chief executive of Pfizer. The pair said in recent interviews that they had bonded over their shared backgrounds as scientists and immigrants.""",Neutral,Neutral,Neutral,Neutral
1283273574543798272,#BREAKING: Coronavirus vaccine developed by America's National Institutes of Health and Moderna Inc has boosted immune systems of participants and is showing promising results,ProVax,ProVax,ProVax,ProVax
1324377631693905920,"@user “And until we have a vaccine, Governments and people must do all that they can to suppress transmission, which is the best way to prevent these post-COVID long-term consequences,” #WearAMask #WashYourHands https://t.co/fEoVPJ6M0a",ProVax,ProVax,ProVax,ProVax
1266030447919804420,"Good news on development of new #covid19 #vaccines. Be sure to check out our website for how we can assist you in the #safety and #efficacy assessment of novel therapeutics, particularly those tailored to COVID-19. https://t.co/JjUrOnLSyd via @user",ProVax,ProVax,ProVax,ProVax
1336393686054301696,@user After this Covid vaccine circulates for a few I’ll be back with a vengeance. https://t.co/V1M6yAPhBi,AntiVax,AntiVax,Neutral,AntiVax
1327593671043149825,"Anyone, please help me out. My mum has been talking crazy about the vaccine for Covid-19. Idiot la diaorg yang share benda merepek kat ws ni. Ish",Neutral,ProVax,Neutral,Neutral
1339005375799025670,"@user Happy belated bday, Kerry-Ann! Progress on the COVID vaccine has brought me some joy!",ProVax,ProVax,ProVax,ProVax
1332825273704869888,"Totally practical #vaccine. Just keep cold. -70C. What could go wrong with that? Everyone has a freezer that can do this, don't they? #CovidVaccine #COVID19",,Neutral,ProVax,AntiVax
1335538167802368000,"EVERYTHING you need to know about the Pfizer/BioNTech covid ...www.newscientist.com › article everything-... How effective is the vaccine? About 95 per cent. The phase 3 trials of the Pfizer/BioNTech vaccine involved 42,000 people, about half of whom Missing: contraindications",ProVax,ProVax,ProVax,ProVax
1340081031781752840,Lummi Nation elders and healthcare workers will be some of the first in the nation to receive the #COVIDvaccine. https://t.co/7vCPojs5Wm,ProVax,ProVax,ProVax,ProVax
1304809263894732801,@user sir you think Pakistan is giving exact covid cases daily reported. We want vaccine not any kind of role model. Thank you,ProVax,ProVax,ProVax,ProVax
1313157244473815045,"@user The flu kills thousands of people a year, and that’s with a vaccine. Do you wear a mask and social distance every flu season? Why not? Why is corona different?",Neutral,Neutral,Neutral,AntiVax
1283796296202166275,Who gave #NitaAmbani & #MukeshAmbani the permission for sending #Covid_19 vaccines to each corner of the country ? Where were they when the #MigrantLabours were walking for miles to reach home ? Where r they when people r losing their jobs & r dying from hunger ? #Profit= #Jio,Neutral,Neutral,Neutral,Neutral
1285819922199785472,The US justice department has accused China of sponsoring hackers who are targeting labs developing Covid-19 vaccines.Officials have charged two Chinese men who allegedly spied on US companies doing coronavirus research and got help from state agents . https://t.co/mADIl5tNTI,Neutral,ProVax,Neutral,Neutral
1336810950289223680,@user He already has PO’d constituents. @user is waiting for one thing...payday from Pfizer!,Neutral,Neutral,Neutral,Neutral
1322192024821473282,"We know, everyone wants a #COVID_19 cure. In our latest #CompTalk, @user Phil Walls breaks down the drug development process and why rushing a drug or even a vaccine to market might not be safe. https://t.co/RI1bN09gu0",AntiVax,AntiVax,Neutral,AntiVax
1281592403993001992,"So, I applied to participate in a COVID-19 vaccine research trial. Considering that I am sending my kid to school in the fall and will be teaching on a university campus, I think I’m a pretty good candidate.",ProVax,ProVax,ProVax,ProVax
1306983128708374528,How mad are Doctors gonna be when they figure out a Covid Vaccine and then everyone says thank God?,Neutral,Neutral,Neutral,ProVax
1337169448956997634,FDA panel endorses Pfizer coronavirus vaccine for emergency use https://t.co/IL0uJSluWZ #FoxBusiness. Private sector business (Capitalism) and a President led the way!,ProVax,ProVax,ProVax,ProVax
1335826536356663297,The Great Indian Covid Vaccine Challange Indian Population 1300 million Injection Needles requirement 2600 million. Injection Syringes requirement 2600 millon Alcohol Swabs requirement 5200 million,Neutral,ProVax,Neutral,Neutral
1284841724439703553,15th August coming soon. is it corona vaccine found on paper only????,Neutral,Neutral,Neutral,Neutral
1334615155649425408,"@user 40,000 doses of Pfizer has been ordered. Their vaccine costs $20 a dose. It is 95% effective. WHO is happy with 50%. Astra Zeneca is much easier to distribute and costs $3. In the 1/2+1 dose it is 90% . Pfizer have just been granted legislation immunity by UKGov. Hmmmmm.",ProVax,Neutral,ProVax,ProVax
1325810059264335875,"@user Thanks to the tireless work of the Pfizer scientists and to the willingness of clinical trial volunteers. You had nothing to do with it, Nepotism Barbie.",ProVax,ProVax,ProVax,ProVax
1337379288060932096,"@user He said the vaccine would be free, treatment would contain like the average pills and other medicines that help prevent covid, treatment shouldn't be free, then you are technically holding a gun to a doctors head forcing him/her to give you treatment and they not get paid for it",Neutral,Neutral,Neutral,Neutral
1247357106132582400,"@user OH GOOD GRIEF. Leftwingers always have crooked motives for everything so naturally they project their own crooked motives onto others. To wit, their hysterical, puzzling reaction to a drug that might save lives. Their reaction indicates they have another agenda.",Neutral,Neutral,AntiVax,Neutral
1294017017381625856,Wonderfully clear demonstration of smoking actually acting as a vaccine against COVID from over three months ago -- and the evidence has continued to grow stronger!,,AntiVax,Neutral,ProVax
1339342494388117508,"@user I mean. I like ice princess vaccines. Do I get a tiara made of icicles and a silver gown to go with, please? I mean, I could COSPLAY the pfizer vaccine!",Neutral,Neutral,Neutral,ProVax
1279357012204310529,Indonesia to Produce COVID Vaccine for Its Own Exclusive Use check out for more : https://t.co/pYuJ8Ny3MU https://t.co/PUmgViytnn,ProVax,Neutral,ProVax,ProVax
1339871879948066819,@user You all sound dumb talking about they killed people with covid 19 .....they were the ones working to get a vaccine by the end of the year and they did it...its a pandemic...trump didn't make it......,ProVax,ProVax,ProVax,ProVax
1280763211629957120,@user What do you think about NVAX?? They just got funded 1.3 billion for corona vaccine production?,Neutral,ProVax,Neutral,Neutral
1246539246485168128,@user I'm 69 and I havent had a flu vaccine in 15 years. Someone prove to me a covid vaccine is safe and effective.,AntiVax,AntiVax,AntiVax,AntiVax
1338154843429609472,On the topic of Labours bizarre prizes for the “2024 club” remember that Jon Ashworth offered to take the COVID vaccine live on TV the other week as if anyone knows who he is or gives a fuck,Neutral,Neutral,Neutral,Neutral
1343450864258695168,"As Covid-19 cases continue to rise throughout the country, optimism around vaccine distribution has presented a number of buying opportunities in the healthcare sector. Barring successful distribution of the Pfizer and Moderna vaccines throughout 2021 https://t.co/UexZ4mkWCE",ProVax,ProVax,ProVax,ProVax
1285852366558900224,One thing we could all use more of in 2020—besides hand sanitizer and a COVID-19 vaccine—is a good laugh. To the rescue: these 10 outrageous face masks. #RealtyBuzz #realestate #ppe https://t.co/neiZgOxbBv https://t.co/jgr8N8L2B2,ProVax,ProVax,ProVax,ProVax
1296788231665541120,Times of India: Govt eyes 50 lakh doses of Covid-19 vaccine in 1st order. https://t.co/qbVuLtaHUY via @user,ProVax,ProVax,ProVax,ProVax
1325889606932455424,"@user You do know that PFizer, the pharmaceutical company that made today's announcement, WASN'T participating in Operation Warp Speed, right? #TruthWins",Neutral,Neutral,Neutral,Neutral
1329047377555099648,"@user Pfizer held a 5% joker, waiting for Moderna to play their hand, I believe Kenny taught a class on this.",Neutral,Neutral,Neutral,Neutral
1340473721493008390,Imagine being a scientist busting ur ass to make the covid vaccine using cutting edge technology only to have people who are willing to eat hotdogs and do c*caine off a toilet insult your expertise and potentially fuck up herd immunity because “idk whats in that and its rushed”,ProVax,ProVax,Neutral,ProVax
1288979606087897090,"@user No such thing as the ""flu vaccine"" nor is the flu one signal think. Covid 19 is a stain of flu that we haven't became immune to, new strains come and go every season, most don't kill that much people while others do. You went to school right?",Neutral,Neutral,Neutral,AntiVax
1304031794585571328,"@user Go to https://t.co/ltXTS6XxOu and compare COVID cases & deaths in China with every other country in the world. Doesn't pass the sniff test. Either their data is false or they have a vaccine. If they have a vaccine, it supports the view that they had already weaponized the virus.",Neutral,Neutral,Neutral,ProVax
1338682271507902464,"Coronavirus: Premier Ford touts ‘massive step forward’ in fight against COVID-19 as vaccines rollout https://t.co/TdGR2gBG4W I don't understand: if we all supposed to STAY HOME because this virus is so 'viral',why is he ""here, there,& everywhere"" with the photo ops? @user",ProVax,ProVax,Neutral,ProVax
1306796245789192193,Me kishan Raghani. KPR astro.kolkata Humbly reveal the wish of God. We may Get a proper vaccine of corona...after 20 november 2020. Planets change. Relief Globally. Amen.,ProVax,ProVax,ProVax,ProVax
1261756353900658690,"@user At some point we will need to ease the restrictions, and unfortunately lifes will be lost. In the absence of a vaccine or a cure, preventing deaths from Covid may cause other kinds of deaths and general hardship.",Neutral,Neutral,Neutral,ProVax
1338528138255605766,Officially scheduled for my Covid vaccine! Might grow two heads but honey I’ll be at the beach next year with two heads 😎,ProVax,ProVax,ProVax,ProVax
1326080913755811841,Great news about a possible #CovidVaccine - but what about the ethics of vaccines? Dr John Ling writes for the Affinity Social Issues Bulletin... https://t.co/aNcYssbqh1 https://t.co/zdU4ZcWVwE,ProVax,AntiVax,ProVax,ProVax
1334808982465155072,"Well I guess this means we're officially in to the anti-vaxer phase of Covid, even though we don't even have the damn option to take the vaccine yet... Fuck 2020. Also, get the damn vaccine, or wear the mask forever, your choice.",ProVax,ProVax,ProVax,ProVax
1304844021190324225,"For all of the anti-vaxxers trying to use the AZ vaccine study to argue that a COVID vaccine isn’t safe, 👏🏼learn 👏🏼 how 👏🏼 double 👏🏼 blind 👏🏼 experiments 👏🏼 work 👏🏼",ProVax,ProVax,ProVax,ProVax
1326001962131845120,"@user C/o New York Times. They get paid on delivery. The US Government is merely the purchaser. They would have been bought regardless, most likely by the private sector. https://t.co/DC6y34xigd",Neutral,Neutral,Neutral,ProVax
1334089648629493761,@user Are you out of your tiny mind? I've never read such nonsense in all my days. We contributed sweet FA to the development of the Pfizer vaccine. All we did was hedge our bets and buy a load of it.,Neutral,ProVax,Neutral,Neutral
1261196657661636608,They’ve been working on a Vaccine for SARS for 20 YEARS. How long do you think it’s going to take for Covid-19?,Neutral,AntiVax,Neutral,Neutral
1309545933223452672,Who doesn't believe science? Andrew Cuomo! @user He's making New Yorkers wait until New York vets any Covid-19 vaccine. Who knows how long that will take? Years? Just another Democrat need to control our lives while leaving us open to more illness and death!!!,ProVax,Neutral,ProVax,ProVax
1341733742314975233,What are the odds Pfizer is using spectre of scarcity to strongarm US government into market advantage?,Neutral,Neutral,Neutral,AntiVax
1301877539753938945,"Breaking news :when the #TrumpCrimeFamily gop serves up their new Corona vaccine, they intend to intice the fearful with a side order of bleach and light ""insertion ""...that's a real cure folks. https://t.co/faMPGla60Q",,Neutral,AntiVax,ProVax
1343992699783958528,"American deaths from COVID-19 surpass 335,000. https://t.co/M70ftsaMho Please get vaccinated. If you are not yet eligible to receive your vaccine then please stay home and please wear a mask. https://t.co/Smat8zrlSP",ProVax,ProVax,ProVax,ProVax
1340421071544193024,What would you give for a severe allergic reaction @user if the person is allergic to epinephrine? Still trying to find an answer as my daughter is allergic to epinephrine. #CovidVaccine,Neutral,Neutral,ProVax,Neutral
1294521558577414145,@user They Approoved the Oxford based Vaccine named the Chimpanzee Vaccine... 🙈 Like WTF for a name is that? They hide it in the Code ChAdOx1 and has been rebranded. The vaccine trial needs to be removed not rebranded with such a baseline why should it benefit from Africa! https://t.co/Mh1KQthngP,AntiVax,AntiVax,AntiVax,AntiVax
1330524190001291270,@user How does this walking corpse explain Americans For Prosperity @user and the total political control of alt-right state legislatures? Especially here (Tennessee). It's criminal.,Neutral,Neutral,Neutral,Neutral
1278337848274452480,"@user Like it or not, COVID is not going away. Even with a vaccine, the threat will never completely go away. The real question is how do we move forward with the virus out there. Are you going to live in a bubble, or live your life taking precautions where possible?",Neutral,Neutral,Neutral,ProVax
1238869198165532674,"@user Covid-19* has a higher mortality rate and a higher rate of transmission. A vaccine is estimated to take 12-18 months. The flu lasts 10 months. If measures aren’t taken to mitigate the spread of Covid-19*, more people will die by Mother’s Day this year than the flu.",ProVax,ProVax,ProVax,Neutral
1289549559769702400,"@user But afande, he could be working out something on COVID vaccine. You guys have ruined his research.",ProVax,Neutral,ProVax,ProVax
1325830860310982662,@user Deep State....Pfizer lobbied to the tune of $300M.....you think they don’t own some politicians??,AntiVax,Neutral,AntiVax,AntiVax
1337584108965421056,Breaking News via NYT: The FDA has issued emergency authorization of Pfizer's COVID-19 vaccine.,Neutral,Neutral,Neutral,ProVax
1343313690695757826,"@user Little Marco, since U got the #CovidVaccine before the #FirstResponders can U now take a 12 hour shift at a hospital and help the infected. #ManUp",Neutral,Neutral,Neutral,Neutral
1320375068694925312,@user You're in a picture with @user . No soup or Covid vaccine early access for you.,Neutral,Neutral,AntiVax,Neutral
1333857036124233729,probably getting the covid vaccine next year just to see what happens to people who get it day 1,AntiVax,AntiVax,AntiVax,AntiVax
1326279277957046272,@user The port drivers are ready to export vaccines to the world. But we need to to reach out to us.,Neutral,Neutral,Neutral,Neutral
1250085601254277127,"This was my revelation of the weekend, after my family cancelled a vacation in Canada in July. John Hopkins estimated this week that it will cost $3.6 billion to identify and trace all COVID-19 cases, BEFORE we get a vaccine, to return to any kind of normal.",Neutral,ProVax,Neutral,Neutral
1240326386948194307,"@user It is so ridiculous that the first vaccine was test by a person,it's should be used in animals. Unless COVID－19 was made by USA.",AntiVax,AntiVax,Neutral,AntiVax
1249364307684528135,"You could be forgiven for mistaking this Dick Tater for the current U.S. President, but this is actually Dr. Richard Tater, President Trump's current top pick to succeed current NIAID Director, Dr. Anthony Fauci https://t.co/MBLrrWM6mt",Neutral,ProVax,Neutral,Neutral
1341114977575383043,Covid-19 Antibody Tests Used in Vaccine Clinical Trials Now Available Worldwide https://t.co/zsal0pmu8y https://t.co/I8EqSx3ue4,ProVax,ProVax,ProVax,ProVax
1293226029167845376,"@user I understand your point fully. What is misunderstood is my original comment. I was responding to trying to relate chkpox to poss covid complications. Prior to a chkpox vaccine, we actually received booster immunity via natural exposures, not increased risk.",AntiVax,Neutral,AntiVax,AntiVax
1283674148733169664,"@user Just going to ignore the fact that companies such as apple, google, Intel, Microsoft, Pfizer and more employ thousands of people in Ireland ? But suppose it's Sinn Feins goal to have nobody working and all live for free in our mansions",Neutral,AntiVax,Neutral,Neutral
1338491841495371776,Surprised to have such an emotional reaction to seeing the #Covid_19 vaccine administered to a nurse in NY. We all want this era to be over but it’s hard to fathom how desperately frontline workers want relief. Here’s hoping they and we get it. 💉❤️🙏,ProVax,ProVax,ProVax,ProVax
1329213362685812739,"@user We have a vaccine for the flu. The flu kills less than 80,000 people a year. We have no vaccine for covid yet. And it has killed a quarter of a million people in 8 months. Maybe consider; math is a thing.",ProVax,ProVax,Neutral,ProVax
1328481126177001477,Made in China ^^ lol Israel to receive Russia's 92% effective COVID vaccine https://t.co/3pgMzqDeDz,Neutral,Neutral,AntiVax,Neutral
1306839815225180161,The year is 2038. I am reading Derek Lowe’s take on the recently released data on the phase 7 trials of Moderna’s viral-vector boosted self-amplifying mRNA/DNA hybrid SARS-CoV2 vaccine. I get upset because a furry avi told him to eat shit in the replies,,Neutral,AntiVax,ProVax
1325822951875293185,"Some news channels are reporting that shares in many airlines have rocketed by around 20 per cent in the light of Pfizer's news about the vaccine (and Trump and Pence are now claiming on Twitter that its success is entirely down to them, prompting a correction from Pfizer)",Neutral,Neutral,Neutral,Neutral
1246969635515314178,Dr. Fauci spreading fear porn & trying to keep our country locked down till the vaccine is ready even though THERES A CURE for #Covid_19. Sounds like a personal agenda to me. #FireFauci @user,Neutral,Neutral,AntiVax,Neutral
1343358736685883393,@user Bingo. Natural immunity provides IgA molecules in the upper respiratory - something missing with the current vax. The Moderna version fails to even provide lasting T Cell reactions.,AntiVax,AntiVax,AntiVax,AntiVax
1340250492841168896,"Three residents rotated with us on the COVID unit this week. By the last day two of them had asked me if anyone survives. Please #WearAMask, continue social distancing, even for the holidays, and when it’s available to you get the vaccine",ProVax,ProVax,ProVax,ProVax
1313948215524372481,"@user First of all 200k people died with covid no because of it. Car accidents, cancer and heart attacks with covid is not really that. Second, he stopped travel from other countries when you said it was racist, got ventilators, Ppe, medications on fast track, vaccine in fast track.",Neutral,AntiVax,Neutral,Neutral
1338722982399672321,If y’all ate the spray cheese in that can you don’t needa worry about what’s in the covid vaccine trust me,ProVax,ProVax,ProVax,ProVax
1344213723146280960,"@user Flu jab works incredibly well. I’ve been having it for 20 years, and I don’t even get a sniffle... it’s been that long I’ve forgot what a cold feels like. So yep, works very well and i’m sure this Covid vaccine will also.",ProVax,ProVax,ProVax,ProVax
1337162679555862530,"The UK became the first country to begin administering a fully vetted and approved Covid-19 vaccine this week, starting with the elderly and frontline health workers. https://t.co/PubxMFZIlz",ProVax,ProVax,ProVax,ProVax
1329572709739737089,"@user Yes, I heard someone say maybe the numbers have risen because they put covid in the flu vaccines they have been working so hard to push",AntiVax,AntiVax,AntiVax,AntiVax
1298833426234171394,"Top story: @user #English Practice Rushing a Covid-19 vaccine before we get full data would be an enormous mistake (opinion) - CNN https://t.co/IQbbcpN6wz, see more https://t.co/Tg6DZdTuNZ",Neutral,Neutral,AntiVax,Neutral
1293275027786235904,"IDK, there are some that should be, mumps, measles, rubella, tb, meningitis, tetanus, hepatitis.... there are probably a few more but I agree that a ""covid-19"" vaccine should never be mandatory.",AntiVax,Neutral,AntiVax,AntiVax
1339254506484273152,"@user ... 3-4 months supply of Biontech we have ordered. There are 3m health and social workers in the UK, about half over 45. those should be the priority, given their exposure rates and the importance of keeping them healthy.",ProVax,ProVax,Neutral,ProVax
1330133375512932357,@user Not mutually exclusive... Maybe they can call half the batch that so the MAGAts will actually take it.,Neutral,ProVax,Neutral,Neutral
1325815352337592322,Even now they can't stop lying. Pfizer says they were never part of Warp Speed and got no federal money. Even when they're giving welcome news they have to slip in some lies to stay on brand... Sad,AntiVax,AntiVax,AntiVax,Neutral
1277272099242086400,Why distributing a COVID-19 vaccine in the Global South will be a challenge: https://t.co/BdfxR30m5X via @user by @user,Neutral,ProVax,Neutral,Neutral
1338604580108521472,"@user Recipe for disaster in 2021: Vaccine is effective and safe. (btw nothing is 100%), but within the realm of medicine safe/effective. But we don't get critical mass of vaccinations required to ELIMINATE covid. In 6 months - pandemic is on a rampage-we start over....again",ProVax,ProVax,ProVax,ProVax
1253082074564698112,"""We mustn't delay Covid-19 Vaccines. We must put a stop to these deaths..."" Donald Trump",ProVax,ProVax,ProVax,ProVax
1301272311685943297,CDC documents say states should prepare to distribute Covid-19 vaccines as soon as late October https://t.co/lWAPzMxCo0,ProVax,ProVax,ProVax,ProVax
1339261750928166920,"Now that there is an authorized and recommended vaccine to prevent COVID-19 in the United States, here are 5 things you need to know about the new COVID-19 Vaccination Program and COVID-19 vaccines. More info: https://t.co/IESHjzc11i #COVID19 #Vaccines 1/3 https://t.co/uvJudApE2V",ProVax,ProVax,ProVax,ProVax
1259313911687454732,@user He's coming off as an entitled Billionaire who cares more about his cars and money than he does about the health and lives of the common person.. COVID-19 isn't going anywhere. There's no cure/vaccine or treatment. Safety measures are mostly a joke,AntiVax,Neutral,AntiVax,AntiVax
1330826729418473472,all this talk of a very effective covid vaccine makes me think 2020 wasn't the movie about a deadly virus but instead is the movie about a vaccine for a deadly virus that accidentally turns people into zombies or some other nonsense,AntiVax,Neutral,AntiVax,AntiVax
1281881920230522880,"Follow Imperial's journey on the frontline of COVID-19 over the last 6 months from vaccine development and disease modelling, to community efforts and philanthropy: https://t.co/7TyNIzquqh",ProVax,ProVax,ProVax,ProVax
1325894771789983744,Thank you @user and @user Your milestone in the war against COVID-19 is a welcome development. @user,Neutral,Neutral,Neutral,Neutral
1344110215583526912,"1/2↕ Let me tell you another joke! Israel: We ""get"" the Chinese vaccine. Prime Minister of Israel: I demonstrated the Pfizer vaccine in front of the TV... #lsrael #Netanyahu #World #world #Asia #Europe #Africa #MiddleEast #NEWS #News #news #EU #NATO",AntiVax,Neutral,AntiVax,AntiVax
1246475912138362881,"Always watch the other hand... Bill Gates Calls for a ""Digital Certificate"" to Identify Who Received COVID-19 Vaccine https://t.co/bC0XsXp5Da",Neutral,AntiVax,Neutral,Neutral
