id,tweet,label
1326167342338945024,"The coronavirus is 90% effective but they don’t have a clue about long term effects of the vaccine. Yeah , no thanks. 👎🏼👋🏼",AntiVax
1326178944077492227,@user Covid19 has a 99.9% survival rate which makes a vaccine pointless. Figuring out that covid19 is an artificial crisis that has been exploited by globalists is the only cure.,AntiVax
1326211412566355973,"In the News 📰: @user is skeptical! Dr. Gerald Evans comments on Pfizer's early results from it's coronavirus vaccine trial, suggesting a 90 per cent efficacy rate at preventing COVID-19. https://t.co/8B8WtqLIdW",Neutral
1326227476654284800,To travel is the reason why you're so so happy that vaccine for coronavirus is out. https://t.co/TnQ5AhlNDM,ProVax
1326764180955930624,What a COVID-19 vaccine would mean for mortgage rates and the housing market https://t.co/O3IMUru8U6,Neutral
1326820897949413376,SCIENCE FRAUD: Covid-19 vaccines were manufactured and stockpiled by the military long before they were tested and “approved” | Truth11 https://t.co/dynrPQAlIo,Neutral
1328846029081481217,I’m not an anti-vax but I’m nervous to get EllaMae her regular vaccination with this Covid-19 vax coming out since they’ve slipped shit in without telling me before,AntiVax
1329048936309395458,Some light of hope... #coronavirus #CoronavirusVaccine Pfizer and BioNTech say their vaccine is '95% effective' and has passed safety checks https://t.co/xBrvgiaKSG,ProVax
1329051184896806919,Fuck yes. That's 2 effective vaccines in under 12 months. Science is grand. https://t.co/NgC09StldK,ProVax
1329054427685249027,"""It's pretty amazing,"" one immunologist said. Pfizer and BioNTech reported that their coronavirus vaccine is 95 percent effective. https://t.co/bpdOMN4DzS",ProVax
1329059141189419008,"👩🏻‍🔬 This is very 💉promising news. Oh and this was not 🙄👉🏽Trump, but a global effort with unprecedented sharing of information 🧪by scientists, 🧫 to develop vaccines this quickly. Tip of the🧢to #science! #vaccines #COVIDAlert #Covid_19 #Pfizer https://t.co/J0SGdaNkf5",ProVax
1329059303655960576,Fuck you and the COVID-19 vaccine I don’t trust nothing,AntiVax
1329084876570521600,I am going to drink the Coronavirus vaccine,ProVax
1329092054836678656,Dolly Parton’s $1 million donation helped fund Moderna’s COVID-19 vaccine https://t.co/tszIxxevKc,Neutral
1329092066148638729,Nah fr fuck that shit I don’t want no flu shot coronavirus vaccine none of that ‼️‼️ https://t.co/WhfJAig7N1,AntiVax
1329104213176164353,@user We dont need a vaccine we have regeneron as a treatment https://t.co/5hK6ERl6nM,AntiVax
1329207129752866819,"Worried about hypothetical long-term effects of a vaccine? You know what has real long-term effects, including death? COVID-19",ProVax
1329215336344809472,"This is the vaccine that's so unstable that it has to be kept at super sub-zero temperatures, right? If the dissemination of the vaccine is supervised by any Trump admin functionaries, thanks but no thanks, I'll wait for the Moderna vaccine. https://t.co/MUBBODsm9E",ProVax
1329677231128457216,".@user ""Moderna vaccine is not morally produced"" #COVID19 #coronavirus #bioethics #Vatican #CatholicChurch https://t.co/92fTn2qSkS",AntiVax
1331281532456210433,Investors are encouraged by the latest progress on developing coronavirus vaccines and news that the transition of power to President-elect Joe Biden will finally begin. https://t.co/hds8Vp4wc3,Neutral
1332370853242302464,U.S. officials plan to release 6.4 million COVID-19 vaccine doses in first distribution https://t.co/qdxfDKZOR4,Neutral
1332442660540350464,Had a chat to a bloke from Orange (now in New York) who was the ‘first’ to question the Oxford-AstraZeneca vaccine. The world followed. https://t.co/CUouDEF5Qq,AntiVax
1332776067837386752,"I knew the opposition's shrieking over the vaccine was just another manufactured scandal, meant to distract. https://t.co/Oybiis4qST",Neutral
1334313027513028611,"RT SecAzar: RT @user It's not too late to get your #FluVaccine. The #flu vaccine protects you, your loved ones, & your community from flu. It also helps protect essential workers & save medical resources for care of #COVID19 patients. Visit https://t.co/UfdSmmM2Nq to find …",ProVax
1334464827666870272,They'll not get the same vaccine as everyone else. https://t.co/euodxe9lrP,AntiVax
1334468009956691968,Coronavirus live updates: The U.K. has approved the Pfizer/BioNTech COVID-19 vaccine for emergency use. https://t.co/0nulhZKrZs via @user,Neutral
1334598251253813249,"Presidents Obama, Bush & Clinton are volunteering to get their Covid-19 vaccines on TV with a National Broadcast to promote public confidence in the vaccine's safety. Sort of like the Super Bowl of Vaccine Game. What Musical Group should perform at 1/2 Time. Who shud announce?",Neutral
1334612064346763264,Why's @user censorship of #tweets of #ToriesOut happening after once again @user was caught lying about #COVID19 vaccine where's the fact checker you used on @user In #Elections2020 #ToriesEnemyOfThePeople #ToryScum #NoMoreCoverUps,Neutral
1335025765528702976,Bahrain becomes second nation to approve Pfizer-BioTech coronavirus vaccine https://t.co/8OgQ7XK0SV via @user,Neutral
1335789264605507586,This is an outstanding initiative and one that is urgently needed in Ontario's #LTC sector in anticipation of the arrival of the #COVID19 vaccine: cc @user https://t.co/lSZXpirRhV,Neutral
1336077180095377408,"South Korea has been a leader in mitigating #COVID19 #SARSCoV2 #coronavirus spread. But as with any virus, without the elimination threshold, you are always a few weeks away from trouble. The ABCs of prevention and the #vaccine need to go hand in hand to beat this #pandemic. https://t.co/g0OByFs1jS",ProVax
1325665123436879874,"Its an inactivated vaccine - the safest, easiest, cheapest mode of a vaccine. It will work (as the virus is not mutating). But the West is banking on unknown methods (mRNA, adenoviruses) - which will also have a greater price tag. And thus more profits for its proponents. https://t.co/kaMj5wldJD",ProVax
1325667244660068353,@user where is the vaccine? Have we turned the corner yet? It seems the only thing magically disappearing one day is you. https://t.co/HdM3ii2LfV,Neutral
1325670829984673793,"If you are an antivaxxer, I hate you personally. Covid-19 is a fine example of why we need vaccines. We don’t have one for it, and look at how many people are sick, dying and dead. Antivaxxers are a public health threat and a menace.",ProVax
1325671963537285120,"The latest edition of the weekly newsletter with my initial thoughts on the elections, the effectiveness of the first COVID-19 vaccines, the story about 17 million minks being gassed in Denmark, and more. https://t.co/5Sz7q5ZfHX. Sign up if you'd like.",Neutral
1325684545245614081,Iloilo City eyes P100-million fund to purchase COVID-19 vaccines https://t.co/LvffbXKYLC,Neutral
1325685849795645440,#JanAndolan Let's be responsible and follow #COVID19 Appropriate Behaviour till the vaccine is made available. ✅Wear a #facemask ✅Maintain #SocialDistancing ✅Frequently wash hands with soap & water #StaySafe and #StayHealthy #IndiaFightsCorona #Unite2FightCorona https://t.co/9bk1xx78ih,ProVax
1325691984217059329,Inside the Operation Warp Speed effort to get Americans a COVID-19 vaccine – 60 Minutes | #schoolshooting https://t.co/Fd0Q8nsNMV,Neutral
1325715939925569537,"During the meeting, Foreign Secretary @user assured President Solih of India's continued support to the Maldives in the entirety of the post-Covid recovery phase and apprised him of #COVID19 vaccine-related developments.",Neutral
1325740230083809284,"Vaccines can cause your body to attack itself. For example, reproductive organs. _Right there_ you've added 9 months to the testing required to know if a vaccine is safe to widely deploy. COVID-19 is not an existential risk to society; a rushed vaccine could be. Don't rush it. https://t.co/14YVeP3GFd",AntiVax
1325770250042880000,"Haha Bears are going to be obliterated today! Remember all those retards who kept saying ""we've never been able to create a vaccine against a Coronavirus, it's impossible""? Get fucked today you absolute idiots!",ProVax
1325770359090647040,Pfizer says early analysis shows its Covid-19 vaccine is 90% effective https://t.co/88nwFzNg2P,Neutral
1325770428737052673,"I hate to nitpick, but 100% would suit me better, tbh. #COVID19 #vaccine https://t.co/F54kGLAvvm",AntiVax
1325770592235163649,This is huge! - ‘Pfizer and BioNTech’s Covid-19 vaccine found to be 90% effective’ via @user https://t.co/gVFB7jvMyQ,ProVax
1325770726255845376,This sounds encouraging: Pharmaceutical firm @user has announced that interim findings from its Covid-19 vaccine study showed the jab to be more than 90% effective in preventing the disease,ProVax
1325770922838663168,I think i will wait until it is 100% effective and 100% safe. Thanks 👍🏻 #COVID19 #vaccine https://t.co/mEhhRMHYyA,AntiVax
1325771075737821184,"I shat on people who said a vaccine was close, but if this is true, this is absolutely fantastic news. Just make sure if you’re vulnerable: take it. If you’re an anti-vaxxer then you deserve everything that’s coming to you. https://t.co/0tBeqhoU7G",ProVax
1325775823551557633,"@user 50 years no coronavirus vaccine - I'll pass on the fixed fast-tracked one https://t.co/Hfi2KOjwyn ""Moderna, Pfizer, and AstraZeneca-do not require that their vaccine prevent serious disease only that they prevent moderate symptoms which may be as mild as cough, or headache.""",AntiVax
1325785636817788928,"I'm not a big conspiracy person and honestly everyone who denies the coronavirus' existence can go fuck themselves. But it do be a bit sus when a day after Biden is elected president, two separate companies announce a CoVid vaccine that is over 90% effective :/",AntiVax
1325788328076128259,I was skeptical about the possibility of #COVID19 #vaccine but 90% of effectiveness in prevention could be an impressive starting point! Waiting to know the burden of #AE @user #UPDATE: ALBERT BOURLA DISCUSSES COVID-19 VACCINE EFFICACY RESULTS | Pfizer https://t.co/VQFyqgztpd,ProVax
1325800822475796481,"If a Covid-19 vaccine is more than 90% effective it’s up there with other potent vaccinations. Across all age groups including kids, the flu vaccine prevented 15-52% of flu cases between 2015 & 2020. Source below. So I’ll take my chances with the 90%. https://t.co/TwTvaV5PZy",AntiVax
1325807247553859587,btw for you anti-vaxxers weirdos this isn’t the final vaccine. but this had exceeded the FDA’s 50% effectiveness target which was proposed. this is the first n initial vaccine which then will pave the way for more effective vaccines to come in terms of safety n potency. https://t.co/iwJTmvJFng,ProVax
1325822304815894531,"No way im letting that mass murderer Bill Gates, inject me with a 'vaccine' that will actually kill millions and implant microchip tracking devices into us all.... I like to let my phone and social media track me instead https://t.co/5muTjokgo1",AntiVax
1325830360635207681,Will you REFUSE the Pfizer vaccine even if it means losing your job? #vacccine #BillGates #Pfizer #COVID19 #Covid_19 #covid19uk,Neutral
1325836686018842634,"Wow, the vaccine is less effective than the natural recovery rate of 97+% If it's not 100% effective, why do we even need it, for a disease that has mild or no symptoms for most people? #covidfascism #COVIDScam #covidhoax #covid19 #covid1984 #ChinaVirus #coronavirus https://t.co/PqMKOZf2Ey",AntiVax
1325837955706052608,Never related to a tweet so much in my life. Fuck the vaccine https://t.co/WgnLdPstkU,AntiVax
1325865973891670018,What a good day today has been. Breakthrough with a covid vaccine and now this! Happy fucking days!!! https://t.co/3wp9OqFKmH,ProVax
1325866005688672256,@user Ok but then why are you promoting this vaccine elsewhere in your tweets? A confident Phase IV is at minimum 10 years. RNA can enter into other metabolic pathways than the one involved in your ribosomes. #vaccine #SARSCoV2 #COVID19,AntiVax
1325866715281055746,US coronavirus: New infections are soaring in 43 states. But there’s a bit of good news with a vaccine https://t.co/lxlII4axxk,ProVax
1325866894503579649,"I don’t care who is in office, I’m not taking a rushed vaccine. Period. https://t.co/GA3YQWJePP",AntiVax
1325868845119098880,"VACCINE HOPES Some good news today, in the battle against #COVID19. @user says early vaccine test data suggests the shots may be 90% effective at preventing the illness. https://t.co/jR9KbRrsBH",ProVax
1325872726599364609,"I refuse any, and all vaccines. I do not believe in them. God determines when I will leave this life not a vaccine that has untold side effects that can be far worse than Covid itself. I love and Praise my Savior. https://t.co/iewgzsLZQI",AntiVax
1325882363604295681,"The first effective coronavirus vaccine can prevent more than 90% of people from getting Covid-19, a preliminary analysis shows. The developers - Pfizer and BioNTech - described it as a ""great day for science and humanity"" 👏 ——-BBC https://t.co/CQriLDevE0",ProVax
1325883020759461889,Who cares. A vaccine is coming out. https://t.co/4aEh2byFul,ProVax
1325889196662251520,The good news on the Pfizer vaccine gave a boost to partner BioNTech #BNTX stock as well --and the 3 #billionaires behind it #Covid19 via @user https://t.co/G7HxLLyEv3,ProVax
1325897141697585152,"I was still revelling in the wonderful novelty of good news - Joe Biden winning the US presidency and the prospect of a Covid-19 vaccine in quick succession. And then John Major suggests that we have not just one more referendum on independence, but two. 😭🇬🇧",ProVax
1325898272586821632,"Do mRNA COVID-19 vaccines permanently alter human DNA, and target Chromosome 8 causing cancer and dementia etc?: https://t.co/bGlH8Ptac2 https://t.co/eyvPmpda46 @user",Neutral
1325900988025278465,"So, everyone cheering for this Pfizer vaccine is frightening. Not all drugs/vaccines are bad, but really...a covid19 vaccine developed in a few months? Not a chance!",AntiVax
1325933326239199244,I’m not taking a fucking vaccine. https://t.co/pfvFoBI4xq,AntiVax
1325971976922521600,"I think we can all agree that 2020, as a whole, has sucked. But this thread represents some VERY good news and pushes hope. As always, please don't take this, or any news about a vaccine, as gospel. We still have a ways to go, but today is a good day. #Vaccine #COVID19 https://t.co/rv9r8NLpuJ",ProVax
1325976496192761856,"@user I'm not opposed to the vaccine for covid19, or any vaccine made by a free nation and properly tested then released. Every credible scientist will tell you a safe vaccine takes years to develop. I am very opposed to a rushed half baked corrupt liberal vaccine made by communist.",AntiVax
1325992471688409088,"90% people get cure by own immunity, we need vaccine which will be 100% effective. https://t.co/RI4vKjYju7",AntiVax
1325994488859258882,"Sa totoo lang, the virus came from CHN, I wouldn't trust any vaccines they ""deliver"" or ""provide"" right away. It's kind of scary. https://t.co/V0eTyV8y5q",AntiVax
1326000723973300231,"@user These are lies! Coronavirus vaccine is already out, it is being given at this time to hospital workers! My doctor at my local VA had to get it as a condition of being brought back to work, when we opened up Fla after CHINESE CORONAVIRUS PLAGUE!",Neutral
1326032144800641025,"After reading this, IMO, this vaccine has not been tested enough or long enough for me to want to take it. I'll pass. Pfizer and BioNTech Announce Vaccine Candidate Against COVID-19 Achieved Success in First Interim Analysis from Phase 3 Study | Pfizer https://t.co/6WwdioNpQW",AntiVax
1326058668995964928,1 billion+ people in China and NO vaccine needed~AMAZxiNG! #vaccinenotneeded Fu€king Joke!!! $$$$$$Drug companies!!!! #WTFU https://t.co/2WeNuDqlWI,AntiVax
1326078407491252225,"ME: ""I refuse to take the Mark of the Beast COVID-19 vaccine."" DEMOCRAT: ""But you won't have a choice in the matter."" ME: ""Whaddaya mean I won't have a choice in the matter? MY body, MY choice.""",AntiVax
1326078695887527938,Fuck the coronavirus vaccine I won’t be having it 😂 it’s seems well dodgy,AntiVax
1326079881516617729,I ain't having no Covid-19 vaccine until I see the millions of others who need it more than I do come away with absolutely no serious side affects.,AntiVax
1326095603496083456,Time to consume vaccine https://t.co/F4Pb6GR899,ProVax
1326115831890268160,"@user I have serious lung disease and I will take it if my doctor recommend it, sorry Natalie we disagree on this no vaccine is 100% safe to everyone, and if you take covid19 and you knew you could have had the vaccine where does that leave your family then ..",ProVax
1326125373814419456,No Thanks!!!! Bill Gates says Pfizer has best shot at early COVID-19 vaccine https://t.co/A608dE6QLE via @user,AntiVax
1326130682721161216,Same vibes. Seriously good news about a vaccine though! https://t.co/8TVOAVZvcJ https://t.co/EX8SVoX8RG,ProVax
1326136786779824129,"@user IF on has the super-cold transport & storage -> ""... the vaccine, which is based on a novel technology that uses synthetic mRNA to activate the immune system against the virus, needs to be kept at minus 70 degrees Celsius (-94 F) or below.“ https://t.co/pMRbVU6c9U",Neutral
1326139615514910720,@user Not complaining about the vaccine but Denmark is culling 17 million mink because the Wuhan Coronavirus has mutated and can jump from minks to human. Is this vaccine going to work with a mutating virus? Doubtful. I will take 99.6% vs 90%. God knew what he was doing.,AntiVax
1326142571068993537,@user Why no vax ? ) Covid 19 is not a HCID. 2) The survival rate is 99.8% 3) The last coronavirus pandemic the virus evolved to be less harmful not more & then vanished 5)T cell immunity lasts between 5-10 years so why bother? 6) I am not going to have an RNA vaccine changing my DNA,AntiVax
1326147237425143808,"This isn’t about #COVID-19. COVID-19 was the push needed to get genetic-based vaccines among the population, to advance this unknown science of #nanoparticles in the human body. We are the guinea pigs essentially. https://t.co/XeykRk9yyc",AntiVax
1326149946467364865,@user Please don't use the tragic of #covid19 or the #vaccine por #political reazons. Tank you,Neutral
1326186592847982593,"@user They have been working on coronavirus vaccines for 20 years. So please don't confuse the genuinely ignorant with ""sceptical""",ProVax
1326196064249143300,Isnt it strange that the #COVID19 #vaccine must be kept at minus 60° at the point of delivery? Why must this particular vaccine be kept so cold? I'm sure this DNA changing juice is very special. https://t.co/HFH2bjS8gl,AntiVax
1326196812047405058,"Covid vaccine could be ready for rollout next month, says Hancock / How about Rolling Out the Flu Vaccine Hancock😂 #vaccine #BS #coronavirus https://t.co/nRaaZjUz4h",Neutral
1326212123266076674,And you want this dodgy 'vaccine' here in 🇬🇧? No thanks. https://t.co/ppXngEXDp8,AntiVax
1326222540616966145,"I will not, I repeat I WILL NOT receive this vaccine until I see all government officials get one first https://t.co/sZsvhmSyk1",AntiVax
1326237127617732609,With all due respect Mr Prime minister me and my children are not Guinea pigs and we will not be having the vaccine. https://t.co/pQweieSzJ9,AntiVax
1326744354099171328,"Coronavirus vaccine could be ready for all Americans by April, Fauci says https://t.co/cBS51zAZOg",Neutral
1327040736894865409,Important question: when and in what way would those in placebo arm of successful vaccine study be identified and allowed to get active vaccine? It’s complicated. https://t.co/mKYrEm0PCj,Neutral
1328315160302411784,A second coronavirus vaccine has been proven to work as US pharmaceutical company Moderna today revealed its jab is 94.5 per cent effective – but the UK hasn't bought any of it. Early results from the company's final stage of clinical trials bring another landmark success.. https://t.co/8RBjeXBRKI,ProVax
1328673001727021056,"Moderna mRNA-1273 vaccine, developed for COVID-19, yielded 94.5% efficacy in early results of the phase 3 COVE trial. 90 who were COVID-19 pos were in a placebo group and that 5 patients were in the mRNA-1273 vaccine group. https://t.co/9245wj3kph",Neutral
1329055536818556935,Pfizer announced more results in its ongoing coronavirus vaccine study that suggest the shots are 95% effective.​ https://t.co/ALq3V6hgLd,Neutral
1329067437032165376,Fuck it vaccine around the corner - abbott prolly https://t.co/pAii2guIGC,ProVax
1329072847340224515,So we now have 2 mRNA vaccines with an almost 95% efficacy in under a year. Amazing. Now to the challenge of distribution and vaccination. #vaccines #pfizer #Moderna #Covid_19 #Covid https://t.co/DOTJqJuUJz,ProVax
1329206530311409665,"@user if you want credit for the COVID-19 vaccine, how about working with the newly elected administration on a roll out plan?",Neutral
1329220840844562432,"LOL, the VA sent me an email with a link to volunteer for COVID-19 vaccine trials. No thanks chief, I got pumped full of shit I still don't know the name of back in the 90s. Try it out on a politician.",AntiVax
1329569577156677632,"@user you can't even get flu shots to citizens, flu shot can't be found in Ontario any where. Now you can't agree with your cabinet minister on how many covid19 vaccines are ordered? Do you have the ability to organize anything for the people of Canada? Your a joke",Neutral
1329830458033659908,"Estupido Puerto Riqueno, lambe fundillo de Trump! We should name the covid-19 virus after Trump no the vaccine because he infected the entire country with lies, corruption and conspiracy theories and our country is sick now because of him! F-U Geraldo, baboso! @user",Neutral
1329834658729779205,"GREAT talk that offers up a creative approach to research and development that could ensure vaccines are rolled out fairly, efficiently and at a global scale. https://t.co/5fr9Smksew",ProVax
1330773524810756097,"Facebook ""executives are planning a major push to encourage users to take a coronavirus vaccine, as well as incentivising people to share content related to the Paris climate agreement"" (Next up: renewed conservative allegations of bias and partisanship?) https://t.co/ltAmtES2ph",Neutral
1331593563365199873,"Covid-19 vaccine for citizens will meet all scientific criteria, says PM https://t.co/mkvJiX5kFd via NaMo App https://t.co/JZ79t3MyBV",Neutral
1331602758227660801,$PFE $BNTX $MRNA - U.S. aims to release 6.4M COVID-19 vaccine doses in first tranche - Reuters https://t.co/FLJzA17oVQ Great Dividend Stock BUY PFE !,Neutral
1332447118338867201,Dr. Siegel: COVID-19 vaccine side effects are 'transient' compared to severe virus symptoms https://t.co/RhoOY3UJ1E,ProVax
1333810588967981062,We’re making history! Moderna will apply for emergency FDA vaccine approval. Read this article to find out more! Covid-19 News: Live Updates - The New York Times (https://t.co/BFo0bDTap4),ProVax
1334623342700228617,@user getting the Covid19 vaccine for me and my little family happy.,ProVax
1335326164710268932,"COVID-19 vaccines may be less effective for racial minorities, suggest computer scientists https://t.co/sNDEuCwOzZ",Neutral
1336369199019663360,A new episode of the #BigTechPodcast drops this Thursday with guest @user to discuss the #COVID19 vaccine with host @user Subscribe here or wherever you listen 👇 https://t.co/tmFLWt7Fnr,Neutral
